class,value
class1,99.62750162549517
class1,81.96841012762769
class1,91.59215495658171
class1,102.80345495855636
class1,98.67554365168003
class1,99.77273152162329
class1,114.29076801442964
class1,106.90608632658305
class1,107.60943542093847
class1,111.24382147679145
class1,101.5901886104831
class1,84.57955280716232
class1,123.6594187675531
class1,104.02279949976244
class1,100.55479465576083
class1,105.82357594064801
class1,89.02879511541873
class1,90.54259540075869
class1,92.31553930767015
class1,113.46323122397489
class1,96.94397117803952
class1,102.40770561772652
class1,115.54255063654068
class1,103.95684511396512
class1,115.60808372555506
class1,107.17075663583795
class1,100.57723022668412
class1,94.6351043199063
class1,98.41451196993205
class1,94.21785827283124
class1,101.57056681953208
class1,98.29762496817773
class1,104.61063579965997
class1,102.90276542762561
class1,106.16624561392096
class1,86.63976501969634
class1,89.50130073656922
class1,94.6498061538172
class1,101.7892253758849
class1,102.23388850306996
class1,90.42760331473357
class1,82.17274600326193
class1,107.80051681452437
class1,115.88038662120908
class1,116.77868988560326
class1,99.78479804476093
class1,117.44017202676744
class1,86.40347996065606
class1,100.22892873082588
class1,97.7868092986737
class1,109.3749058807931
class1,85.57322447593575
class1,108.74044773433704
class1,104.68800454624115
class1,116.08122975401928
class1,100.06038529194754
class1,121.2043133538371
class1,94.556364324641
class1,94.94328136875161
class1,97.46090639579663
class1,87.96000445339756
class1,93.82677492735604
class1,98.91518518749027
class1,93.50551184408336
class1,83.10353902177158
class1,97.86404814302468
class1,123.50738138078978
class1,112.17621891028159
class1,108.93383086937996
class1,106.57591691111702
class1,122.52351166104889
class1,91.3773343298465
class1,91.73798907523863
class1,114.61268052778298
class1,106.24287340639182
class1,91.37414384210928
class1,78.0386342653025
class1,104.59174292422175
class1,114.00995173721122
class1,96.29132862004529
class1,107.72246813608007
class1,72.62813930707972
class1,81.44203634742261
class1,101.20919198174502
class1,100.0179204561879
class1,106.77366687985865
class1,119.46098582646218
class1,114.85899157555467
class1,93.47273238068068
class1,94.96454548511699
class1,96.79210475790613
class1,90.27286035215062
class1,98.52259882680842
class1,103.25933200283647
class1,116.51759108648852
class1,90.42952715373369
class1,100.52623998264092
class1,91.21893560007828
class1,110.72949466126833
class1,97.69957199968601
class1,100.34939915784472
class1,106.90247688556914
class1,94.05367342467483
class1,104.94930947078159
class1,118.05423155404573
class1,99.54894510280812
class1,83.71903393858871
class1,101.90075783715915
class1,101.42806345874288
class1,103.82757433821847
class1,84.4352549853408
class1,86.7560113353981
class1,89.18548311564112
class1,86.4276748051283
class1,96.56378262838908
class1,99.207262788674
class1,85.45023219543344
class1,98.47378801830457
class1,101.5542437660563
class1,117.91240593856439
class1,93.349483976121
class1,100.83222994682619
class1,76.90281902322207
class1,82.55254077986666
class1,87.88154605270827
class1,108.83458814614202
class1,83.5601953946229
class1,103.7664288588535
class1,103.39777713420845
class1,115.11655266053897
class1,98.12850919852224
class1,105.48097328643729
class1,89.70692116740021
class1,110.60691658338834
class1,97.71182598947024
class1,102.81180022776938
class1,105.49410015050019
class1,105.00891127435723
class1,109.46488619431324
class1,97.67501404198937
class1,105.96003337730521
class1,110.79721336601285
class1,99.73520076709177
class1,107.32020445935204
class1,87.66630951226406
class1,104.8095331155104
class1,84.85347461862276
class1,98.19603926164675
class1,107.26866801189361
class1,93.13306519466559
class1,115.61220318622645
class1,84.23782314432454
class1,85.12878370472605
class1,111.50383592585429
class1,100.8178125182406
class1,95.8629941827883
class1,104.53326169253019
class1,115.35871207457316
class1,106.78334545378587
class1,96.26530353053465
class1,99.1880487675328
class1,82.04287231729867
class1,96.96922503676763
class1,112.0019202827678
class1,87.8104511365164
class1,105.89009236542333
class1,98.1352993646592
class1,97.39087171772258
class1,105.9939475152172
class1,97.81186301764924
class1,108.92057472424347
class1,98.40665815950099
class1,82.79042431150125
class1,109.63240312725529
class1,113.5749044862548
class1,116.86599655673774
class1,120.54118987527019
class1,89.52916012569473
class1,84.43497815383601
class1,104.89419612339877
class1,106.42221946660945
class1,101.33558667335437
class1,134.1283442859705
class1,97.33654895250464
class1,107.44325241309983
class1,105.5223202926117
class1,107.04611754300811
class1,107.08655811243321
class1,95.03908180277391
class1,99.25108645725341
class1,92.75095423360139
class1,103.32977975210723
class1,111.83032454250207
class1,88.25876931458757
class1,106.52029963412956
class1,98.09212369757786
class1,83.27823880619205
class1,81.5025458319482
class1,105.61710133000847
class1,108.68688777166236
class1,101.84369738939161
class1,91.23409018214882
class1,94.62767015875811
class1,72.12995859882773
class1,94.90638833418953
class1,87.05575513097105
class1,109.12487993695265
class1,91.63731672647246
class1,93.51203335981305
class1,87.5845989083639
class1,109.36551198188866
class1,89.27110923432467
class1,101.09602966898794
class1,100.80956617025333
class1,92.76565682891614
class1,123.31613591311472
class1,121.47336197600801
class1,95.99684084054932
class1,101.27973583335779
class1,95.07172301105695
class1,92.6083815241041
class1,90.66298044438184
class1,109.03628933977458
class1,106.45452398082793
class1,81.62779743082035
class1,90.45889737171127
class1,110.2050699961276
class1,86.37024892215464
class1,110.21413584718327
class1,81.32083475485649
class1,106.96500934821188
class1,104.14149129893889
class1,94.13210487523064
class1,110.29980284013222
class1,86.793347779302
class1,100.99419295691634
class1,97.53952964766458
class1,96.52752026308725
class1,87.309291464674
class1,94.79283097004472
class1,99.34696775142737
class1,91.83064017318893
class1,90.88204691668815
class1,86.11018607180199
class1,108.09434043992042
class1,79.41334141101515
class1,90.906537423286
class1,106.04032409000214
class1,98.21433315606093
class1,105.4698245816743
class1,93.33936815286758
class1,112.540907695502
class1,117.28806429919608
class1,88.60756146017988
class1,90.21786582341034
class1,122.84806247526296
class1,116.23450588636683
class1,93.722289771302
class1,109.17555775296246
class1,110.57153953356466
class1,97.55442923112466
class1,113.21378573532958
class1,102.48570300183489
class1,91.87731506325687
class1,107.00748713404799
class1,89.5264159343939
class1,110.66287764346406
class1,100.90900896600144
class1,95.1255818006536
class1,95.35671579380916
class1,104.21684479565951
class1,87.01019641010373
class1,99.28658253133038
class1,92.6273164552528
class1,90.22131018251244
class1,123.20238425508455
class1,85.34698372424431
class1,99.06680959153913
class1,94.22559490020765
class1,85.6719291677153
class1,100.69492491609516
class1,105.11707459763309
class1,99.78380878792576
class1,108.36998236252971
class1,98.34454042797154
class1,114.68449125784701
class1,99.99550807727519
class1,98.93816208411376
class1,99.1728140712985
class1,84.76997982768876
class1,113.06506120391813
class1,93.50565020929609
class1,104.42716176467518
class1,97.44004682178192
class1,97.66036907673303
class1,116.97288674924141
class1,96.82476142021135
class1,97.64028165566451
class1,113.36198334743342
class1,99.38615987708542
class1,92.73208954081822
class1,105.24954167392865
class1,94.68433865493986
class1,103.73603619992248
class1,102.11764880424776
class1,100.32139298001695
class1,86.93133480536625
class1,111.07200085187957
class1,86.14905007881147
class1,79.30588377036202
class1,116.00278670795483
class1,106.02883340388163
class1,111.15155683447726
class1,94.25785665696463
class1,88.11100006077103
class1,89.71174913272445
class1,100.36593577236783
class1,109.96415507464344
class1,117.83863258440712
class1,97.6469802420424
class1,116.01062206399169
class1,97.67748003849346
class1,92.65650604611888
class1,100.13768364969674
class1,101.50531362548668
class1,107.65408411668955
class1,102.83753532624851
class1,108.56185619991987
class1,113.72045956202456
class1,97.76512981278643
class1,113.75753964480785
class1,96.62341486483267
class1,104.39454436599112
class1,105.97685301313874
class1,93.56019024305581
class1,104.77140488134872
class1,94.98973586372537
class1,108.15479974099566
class1,116.34972285065642
class1,113.14034777141116
class1,111.22785773524642
class1,89.66227534279646
class1,111.87817592882661
class1,110.47034536304707
class1,95.13011922538867
class1,104.95495920324534
class1,97.66274499544907
class1,92.1599303209732
class1,110.43985728896847
class1,107.49059368642686
class1,106.91639036360623
class1,94.9141091531442
class1,106.24891848555927
class1,95.66715904610277
class1,104.05357422889006
class1,91.65917630901376
class1,100.46432181670556
class1,113.51913502636164
class1,126.08054763376167
class1,77.70380386561772
class1,95.953336680511
class1,113.6336849049047
class1,103.34394084894099
class1,94.01968048854569
class1,111.79809972600714
class1,89.75240371781919
class1,104.10358612921257
class1,89.93508694532153
class1,74.97494548322447
class1,107.09642977008546
class1,99.6452244453462
class1,98.46810472272651
class1,101.05311733459271
class1,111.33396488339025
class1,109.06560884455303
class1,96.31879318021117
class1,112.09054479692746
class1,91.56428655143365
class1,96.72670271426264
class1,98.55870177256625
class1,100.5362891757943
class1,105.56435593088246
class1,116.80939296444292
class1,92.88793433738033
class1,106.04716185401772
class1,117.62793595997067
class1,89.94369876804379
class1,113.03980825128689
class1,98.32046447465446
class1,113.73438702076999
class1,87.24282526425502
class1,90.2449646150021
class1,109.99278126285141
class1,82.44170759348154
class1,97.21885501312799
class1,109.88480498124873
class1,94.39882230285116
class1,97.3502782187564
class1,114.35463250727942
class1,90.48430943434388
class1,105.6175607934093
class1,101.40260504082204
class1,114.05562399525887
class1,106.9176423531782
class1,114.40863322355499
class1,90.44366604057898
class1,96.77640918014878
class1,85.18235764201079
class1,123.81467850761683
class1,108.93739416330041
class1,98.56218956745246
class1,99.53480916872758
class1,106.64309464676204
class1,84.25378416819737
class1,98.44736247799774
class1,99.1937920298167
class1,95.34659333701106
class1,95.22996998380485
class1,93.5821237565235
class1,118.92671835585577
class1,98.16139771511402
class1,118.53011871098286
class1,97.58261177604733
class1,97.12284349086883
class1,104.68697323268538
class1,108.48227905567359
class1,109.0345840802799
class1,112.73966766014648
class1,101.31543233687259
class1,102.9123685472911
class1,107.28674289115239
class1,90.64522074808004
class1,101.64602469276078
class1,103.91725832773639
class1,113.15333250106238
class1,110.07850467592993
class1,119.52444278909749
class1,123.46176604297685
class1,117.43131973156756
class1,98.086811459929
class1,111.23193396795918
class1,106.38467311396835
class1,116.29891008650546
class1,94.626117918773
class1,112.45482256697602
class1,97.04919758972824
class1,110.83701625945604
class1,100.35671458224826
class1,102.87134141788607
class1,105.50138733886635
class1,115.83620923520341
class1,102.52684482181289
class1,101.8077014799823
class1,101.64127380117515
class1,106.4704058970091
class1,109.91690295271691
class1,108.69636241703822
class1,92.53190947901084
class1,103.96620013665776
class1,94.74044001340673
class1,111.77629722680891
class1,70.2998253000447
class1,107.51842120688377
class1,106.6793905875205
class1,104.96877281339958
class1,97.52697781954373
class1,91.48406607081343
class1,108.96619288463774
class1,74.4367793713207
class1,99.60048126012742
class1,110.89106703332803
class1,99.87437949949408
class1,95.423596294272
class1,100.00692416197325
class1,87.36050835200271
class1,86.44686366030754
class1,104.1290154505587
class1,111.88791549554955
class1,106.28785262256746
class1,106.40583504434012
class1,112.22968310919399
class1,101.27069072620445
class1,99.2156765661154
class1,99.24917780925657
class1,93.56531995311856
class1,103.28175156198087
class1,96.54521207401312
class1,107.1504682218496
class1,99.75419049317736
class1,87.72237894214304
class1,109.88353051668629
class1,92.70490952278563
class1,100.99090909285273
class1,86.48616503132735
class1,99.90122297873506
class1,95.81174852557362
class1,87.66510882449369
class1,108.466291938151
class1,115.89171029928569
class1,92.48656083914858
class1,103.70969750553819
class1,92.09376600625536
class1,107.00496849931567
class1,104.13583833344886
class1,78.59948863870711
class1,106.3717951834546
class1,91.20380441315274
class1,90.56350224959084
class1,94.93484490721895
class1,112.1283222150831
class1,101.60344061195437
class1,109.43427089488698
class1,97.54738352423014
class1,111.68017368208388
class1,89.61489611490492
class1,106.11086568243616
class1,81.16865947900769
class1,87.39008199213416
class1,111.85842567537462
class1,105.54991264981814
class1,97.95381555392981
class1,107.05779385520145
class1,116.37152095162881
class1,105.90912028590645
class1,114.68920700591784
class1,112.34347249265272
class1,100.65796667769861
class1,107.65743501260769
class1,101.77478526278486
class1,104.30190129683636
class1,104.20804108906201
class1,92.37966220294884
class1,93.44758365351395
class1,101.13780166441414
class1,98.54892595718283
class1,99.27599129990342
class1,105.66043277749152
class1,110.99480636570442
class1,82.4131536923211
class1,93.3150324751892
class1,121.49951749977274
class1,115.93928309396199
class1,117.70878237314713
class1,101.81629642075129
class1,114.16407546523635
class1,107.77844226725296
class1,104.02478879745509
class1,102.39166703139101
class1,85.20415125960272
class1,87.5324114199
class1,98.95478776105223
class1,112.01446851967837
class1,101.31788912842688
class1,85.61119268071857
class1,108.53628469048549
class1,104.22903686402951
class1,95.73057260169013
class1,108.56806361438188
class1,87.99752161200733
class1,113.21201187311092
class1,102.74344220957704
class1,1.3192891087007457
class1,7.464754815269378
class1,18.41557852582259
class1,14.367179429746109
class1,21.42004713298773
class1,10.429325906403738
class1,7.364772242250689
class1,28.79313399803123
class1,5.140309245823004
class1,0.19498503003592838
class1,8.668024968458125
class1,0.7425335305962086
class1,15.901365468243153
class1,-0.8356285409101147
class1,6.559301451382543
class1,3.9568609886664197
class1,12.316094091913191
class1,-0.7448699932688356
class1,-2.852543569131436
class1,6.481248831528301
class1,-17.882770088672434
class1,2.5911871719432797
class1,24.725016064494945
class1,0.35811196236833354
class1,5.584798899935243
class1,15.181227438187642
class1,29.925056592348746
class1,-6.506213758795763
class1,22.152346581814598
class1,18.017196839985555
class1,13.247644206740567
class1,12.311887184799737
class1,-2.0787457804784886
class1,17.665724134779285
class1,0.3531134197331234
class1,2.333301534183735
class1,7.97830142133566
class1,13.613512801377867
class1,8.329754923091524
class1,2.600036898666458
class1,-0.9096019822713437
class1,28.457892182486585
class1,1.368395994790081
class1,-1.6742604913953443
class1,19.528433831623808
class1,-6.66530229378186
class1,18.586248749704623
class1,0.7672864908337456
class1,11.943247099283344
class1,4.824106968165443
class1,5.2274174145721295
class1,6.941943132375217
class1,-1.1970535361993146
class1,27.748801442495495
class1,15.108058720532926
class1,5.875827022932998
class1,5.058492479793592
class1,18.700677316939398
class1,14.784139138642038
class1,-2.491186562470748
class1,20.687980405152615
class1,1.665808172867445
class1,13.792693726044174
class1,10.95835963651781
class1,20.14049853125897
class1,5.428056041842842
class1,-4.769782817788883
class1,-10.775609651050534
class1,22.649157479812303
class1,10.830017483239235
class1,13.474652613140051
class1,16.382905738297953
class1,11.650335267148744
class1,16.108949417485057
class1,13.438782746787268
class1,-6.678063596040435
class1,-5.963609100108663
class1,29.153314278411266
class1,5.259700746481727
class1,12.08948578443074
class1,2.709498879478555
class1,14.893342208668177
class1,0.40686763889067556
class1,9.528495127410212
class1,-8.152865896544156
class1,12.512365923483497
class1,6.357892324579323
class1,18.66154213754021
class1,2.9569118771231517
class1,22.136843599596304
class1,12.225287511484098
class1,1.454316987317327
class1,11.757302988505742
class1,-17.85987004500576
class1,22.60935564740346
class1,6.416011134409607
class1,13.110793871593627
class1,8.528571375057659
class1,9.083917291525955
class1,16.211713254192553
class1,11.223696292602021
class1,0.8907259407941339
class1,9.569106867188776
class1,3.583251464290126
class1,5.2122802900500105
class1,27.268971993016937
class1,-22.136468314672044
class1,7.652218913988452
class1,7.859984267809541
class1,30.129684163777487
class1,-7.59371634779918
class1,21.457806841823345
class1,24.43927674634992
class1,-0.3848489715224339
class1,9.23959266837456
class1,25.04217502599137
class1,1.5568053856699464
class1,-14.326480316083337
class1,3.036603197587697
class1,17.335447086945692
class1,28.489806183844745
class1,7.208848201488174
class1,9.742475586867572
class1,5.519796331147275
class1,4.807443732045114
class1,29.16338625517226
class1,1.7624406735831357
class1,14.907606460874788
class1,17.039391247584632
class1,-7.408696402590472
class1,5.442431479030823
class1,8.3108171884914
class1,6.28351873568477
class1,7.310425557505219
class1,2.086379413016183
class1,14.21254752691928
class1,2.992774075182484
class1,11.900117351251486
class1,1.2607080744527472
class1,5.08271047434163
class1,-1.0900256594530013
class1,3.283756742448971
class1,23.722670668294818
class1,12.147014159504035
class1,9.341939726532448
class1,11.737718529128284
class1,-6.945597157663094
class1,13.723253489491434
class1,14.041914333409782
class1,9.483380230109947
class1,-24.277546589877936
class1,-0.2619519164954909
class1,15.058387418718027
class1,-5.636069592025631
class1,10.455983266009442
class1,-0.8554393375809966
class1,4.008904832380841
class1,4.092407761873288
class1,-5.360961956012565
class1,21.912826659520384
class1,14.033984375195091
class1,12.456759407061123
class1,-1.456898795155606
class1,3.5210425941237737
class1,5.95322756999382
class1,-0.8771792763730861
class1,21.66816241537296
class1,4.048727119002081
class1,15.585043375427304
class1,9.047557025740012
class1,16.70587717405278
class1,-7.052713270712573
class1,10.133727362592964
class1,-6.350860497021198
class1,4.154928415372828
class1,16.69841166995468
class1,17.770477015871137
class1,16.29756611617344
class1,10.225465203639091
class1,8.065412879016364
class1,18.723876028098577
class1,8.187640698165529
class1,23.86275067325421
class1,5.052137796871234
class1,1.567223925273634
class1,9.218892485469889
class1,27.419741224920603
class1,-8.948865713128214
class1,-2.8286345839140488
class1,21.546522423727883
class1,7.608601479495329
class1,20.348962314267997
class1,-13.013827008376268
class1,-5.234926506902182
class1,7.666982389698484
class1,1.566543511228776
class1,39.1664896666567
class1,13.554974570675817
class1,-1.8325298197053534
class1,3.6877377593657767
class1,14.072354264500058
class1,-2.217842831739077
class1,4.64100941491165
class1,20.099209160779374
class1,16.23229707787025
class1,17.05191463113623
class1,17.56527291716972
class1,10.246239012581352
class1,0.7003676234609912
class1,4.198114267418331
class1,4.476309449023914
class1,10.92596287460787
class1,9.896703614064721
class1,13.776502488323317
class1,3.2967165690350377
class1,20.633485404555863
class1,-5.722406759295758
class1,-6.357935074157453
class1,21.32689747319666
class1,7.6147142358946445
class1,9.723669742163816
class1,13.128146072519153
class1,8.973752963259429
class1,20.6572515898213
class1,17.715991649452647
class1,-1.6747736621997529
class1,-9.585314631761758
class1,-2.8487977765116828
class1,13.1660030199897
class1,2.5726366349915377
class1,19.522361889757263
class1,14.437209746448907
class1,9.840376970781655
class1,15.800287982535409
class1,18.90501676674042
class1,9.090754525944401
class1,21.650521758057828
class1,10.739253278538683
class1,-0.8563739832039037
class1,21.725010839309906
class1,-1.8956627621891435
class1,21.412475214643806
class1,5.231055228261733
class1,-5.613023235660135
class1,-0.1346787106068863
class1,-12.643697464789124
class1,3.4151534185176953
class1,13.537815261248298
class1,17.48045931620866
class1,22.71616751709921
class1,11.358384676783274
class1,19.02034452042554
class1,13.747162565035826
class1,13.501700367140513
class1,2.8759386709426042
class1,7.142961410138787
class1,14.768073992632225
class1,31.667173855659524
class1,-4.076920005072417
class1,-7.566792823004796
class1,9.823469789608993
class1,-7.638853599715972
class1,-11.541133686480258
class1,10.081548664234905
class1,11.754413657770531
